"#","Date Time, GMT-04:00","30cm, °C","20cm, °C"
68,15-07-24 10:00:00,22.058,22.274
69,15-07-24 11:00:00,21.963,22.130
70,15-07-24 12:00:00,21.867,22.058
71,15-07-24 13:00:00,21.772,22.058
72,15-07-24 14:00:00,21.724,22.178
73,15-07-24 15:00:00,21.724,22.369
74,15-07-24 16:00:00,21.748,22.633
75,15-07-24 17:00:00,21.819,22.920
76,15-07-24 18:00:00,21.915,23.232
77,15-07-24 19:00:00,22.034,23.497
78,15-07-24 20:00:00,22.178,23.737
79,15-07-24 21:00:00,22.321,23.930
80,15-07-24 22:00:00,22.441,24.050
81,15-07-24 23:00:00,22.561,24.122
82,15-07-25 00:00:00,22.657,24.122
83,15-07-25 01:00:00,22.729,24.074
84,15-07-25 02:00:00,22.776,24.002
85,15-07-25 03:00:00,22.776,23.881
86,15-07-25 04:00:00,22.776,23.761
87,15-07-25 05:00:00,22.753,23.617
88,15-07-25 06:00:00,22.729,23.472
89,15-07-25 07:00:00,22.681,23.328
90,15-07-25 08:00:00,22.609,23.184
91,15-07-25 09:00:00,22.537,23.040
92,15-07-25 10:00:00,22.465,22.896
93,15-07-25 11:00:00,22.393,22.800
94,15-07-25 12:00:00,22.321,22.776
95,15-07-25 13:00:00,22.274,22.824
96,15-07-25 14:00:00,22.250,22.944
97,15-07-25 15:00:00,22.250,23.136
98,15-07-25 16:00:00,22.298,23.352
99,15-07-25 17:00:00,22.369,23.569
100,15-07-25 18:00:00,22.441,23.785
101,15-07-25 19:00:00,22.537,23.930
102,15-07-25 20:00:00,22.633,24.026
103,15-07-25 21:00:00,22.729,24.050
104,15-07-25 22:00:00,22.776,24.026
105,15-07-25 23:00:00,22.824,23.978
106,15-07-26 00:00:00,22.848,23.881
107,15-07-26 01:00:00,22.848,23.761
108,15-07-26 02:00:00,22.824,23.617
109,15-07-26 03:00:00,22.776,23.472
110,15-07-26 04:00:00,22.729,23.304
111,15-07-26 05:00:00,22.657,23.112
112,15-07-26 06:00:00,22.585,22.944
113,15-07-26 07:00:00,22.489,22.753
114,15-07-26 08:00:00,22.393,22.561
115,15-07-26 09:00:00,22.298,22.369
116,15-07-26 10:00:00,22.178,22.226
117,15-07-26 11:00:00,22.058,22.082
118,15-07-26 12:00:00,21.963,22.034
119,15-07-26 13:00:00,21.891,22.058
120,15-07-26 14:00:00,21.843,22.202
121,15-07-26 15:00:00,21.819,22.417
122,15-07-26 16:00:00,21.867,22.729
123,15-07-26 17:00:00,21.939,23.088
124,15-07-26 18:00:00,22.058,23.472
125,15-07-26 19:00:00,22.226,23.857
126,15-07-26 20:00:00,22.393,24.171
127,15-07-26 21:00:00,22.561,24.388
128,15-07-26 22:00:00,22.729,24.557
129,15-07-26 23:00:00,22.872,24.605
130,15-07-27 00:00:00,22.992,24.581
131,15-07-27 01:00:00,23.064,24.508
132,15-07-27 02:00:00,23.112,24.388
133,15-07-27 03:00:00,23.136,24.243
134,15-07-27 04:00:00,23.112,24.098
135,15-07-27 05:00:00,23.088,23.905
136,15-07-27 06:00:00,23.016,23.737
137,15-07-27 07:00:00,22.968,23.545
138,15-07-27 08:00:00,22.896,23.352
139,15-07-27 09:00:00,22.800,23.160
140,15-07-27 10:00:00,22.705,22.992
141,15-07-27 11:00:00,22.609,22.848
142,15-07-27 12:00:00,22.513,22.800
143,15-07-27 13:00:00,22.441,22.872
144,15-07-27 14:00:00,22.417,23.040
145,15-07-27 15:00:00,22.417,23.328
146,15-07-27 16:00:00,22.489,23.665
147,15-07-27 17:00:00,22.585,24.026
148,15-07-27 18:00:00,22.729,24.388
149,15-07-27 19:00:00,22.872,24.702
150,15-07-27 20:00:00,23.064,24.992
151,15-07-27 21:00:00,23.232,25.186
152,15-07-27 22:00:00,23.376,25.307
153,15-07-27 23:00:00,23.521,25.380
154,15-07-28 00:00:00,23.617,25.331
155,15-07-28 01:00:00,23.689,25.258
156,15-07-28 02:00:00,23.737,25.113
157,15-07-28 03:00:00,23.737,24.992
158,15-07-28 04:00:00,23.737,24.798
159,15-07-28 05:00:00,23.689,24.605
160,15-07-28 06:00:00,23.641,24.388
161,15-07-28 07:00:00,23.569,24.195
162,15-07-28 08:00:00,23.472,24.002
163,15-07-28 09:00:00,23.376,23.809
164,15-07-28 10:00:00,23.280,23.641
165,15-07-28 11:00:00,23.184,23.521
166,15-07-28 12:00:00,23.088,23.472
167,15-07-28 13:00:00,23.016,23.545
168,15-07-28 14:00:00,22.992,23.713
169,15-07-28 15:00:00,22.992,23.978
170,15-07-28 16:00:00,23.064,24.315
171,15-07-28 17:00:00,23.160,24.677
172,15-07-28 18:00:00,23.280,25.065
173,15-07-28 19:00:00,23.448,25.404
174,15-07-28 20:00:00,23.641,25.695
175,15-07-28 21:00:00,23.833,25.914
176,15-07-28 22:00:00,24.002,26.061
177,15-07-28 23:00:00,24.122,26.109
178,15-07-29 00:00:00,24.243,26.109
179,15-07-29 01:00:00,24.339,26.036
180,15-07-29 02:00:00,24.388,25.914
181,15-07-29 03:00:00,24.412,25.768
182,15-07-29 04:00:00,24.388,25.598
183,15-07-29 05:00:00,24.363,25.404
184,15-07-29 06:00:00,24.315,25.210
185,15-07-29 07:00:00,24.243,25.016
186,15-07-29 08:00:00,24.171,24.823
187,15-07-29 09:00:00,24.074,24.629
188,15-07-29 10:00:00,23.978,24.436
189,15-07-29 11:00:00,23.857,24.291
190,15-07-29 12:00:00,23.761,24.219
191,15-07-29 13:00:00,23.689,24.243
192,15-07-29 14:00:00,23.641,24.388
193,15-07-29 15:00:00,23.641,24.605
194,15-07-29 16:00:00,23.665,24.895
195,15-07-29 17:00:00,23.761,25.210
196,15-07-29 18:00:00,23.881,25.550
197,15-07-29 19:00:00,24.026,25.866
198,15-07-29 20:00:00,24.171,26.085
199,15-07-29 21:00:00,24.315,26.231
200,15-07-29 22:00:00,24.436,26.280
201,15-07-29 23:00:00,24.557,26.304
202,15-07-30 00:00:00,24.629,26.256
203,15-07-30 01:00:00,24.677,26.182
204,15-07-30 02:00:00,24.702,26.109
205,15-07-30 03:00:00,24.726,26.012
206,15-07-30 04:00:00,24.702,25.890
207,15-07-30 05:00:00,24.677,25.744
208,15-07-30 06:00:00,24.629,25.550
209,15-07-30 07:00:00,24.581,25.355
210,15-07-30 08:00:00,24.508,25.162
211,15-07-30 09:00:00,24.412,24.944
212,15-07-30 10:00:00,24.315,24.726
213,15-07-30 11:00:00,24.195,24.581
214,15-07-30 12:00:00,24.098,24.484
215,15-07-30 13:00:00,24.002,24.460
216,15-07-30 14:00:00,23.930,24.532
217,15-07-30 15:00:00,23.905,24.677
218,15-07-30 16:00:00,23.905,24.871
219,15-07-30 17:00:00,23.954,25.089
220,15-07-30 18:00:00,24.026,25.307
221,15-07-30 19:00:00,24.122,25.525
222,15-07-30 20:00:00,24.219,25.695
223,15-07-30 21:00:00,24.315,25.841
224,15-07-30 22:00:00,24.412,25.890
225,15-07-30 23:00:00,24.484,25.890
226,15-07-31 00:00:00,24.532,25.817
227,15-07-31 01:00:00,24.557,25.720
228,15-07-31 02:00:00,24.557,25.574
229,15-07-31 03:00:00,24.532,25.404
230,15-07-31 04:00:00,24.484,25.210
231,15-07-31 05:00:00,24.412,25.016
232,15-07-31 06:00:00,24.315,24.823
233,15-07-31 07:00:00,24.219,24.605
234,15-07-31 08:00:00,24.122,24.412
235,15-07-31 09:00:00,24.002,24.219
236,15-07-31 10:00:00,23.905,24.026
237,15-07-31 11:00:00,23.785,23.881
238,15-07-31 12:00:00,23.665,23.785
239,15-07-31 13:00:00,23.569,23.809
240,15-07-31 14:00:00,23.521,23.881
241,15-07-31 15:00:00,23.472,24.050
242,15-07-31 16:00:00,23.497,24.243
243,15-07-31 17:00:00,23.521,24.436
244,15-07-31 18:00:00,23.593,24.653
245,15-07-31 19:00:00,23.665,24.847
246,15-07-31 20:00:00,23.761,25.016
247,15-07-31 21:00:00,23.833,25.137
248,15-07-31 22:00:00,23.930,25.210
249,15-07-31 23:00:00,24.002,25.210
250,15-08-01 00:00:00,24.050,25.186
251,15-08-01 01:00:00,24.074,25.089
252,15-08-01 02:00:00,24.074,24.992
253,15-08-01 03:00:00,24.050,24.847
254,15-08-01 04:00:00,24.026,24.677
255,15-08-01 05:00:00,23.978,24.508
256,15-08-01 06:00:00,23.905,24.315
257,15-08-01 07:00:00,23.809,24.122
258,15-08-01 08:00:00,23.713,23.930
259,15-08-01 09:00:00,23.617,23.737
260,15-08-01 10:00:00,23.497,23.545
261,15-08-01 11:00:00,23.376,23.376
262,15-08-01 12:00:00,23.280,23.304
263,15-08-01 13:00:00,23.184,23.304
264,15-08-01 14:00:00,23.112,23.400
265,15-08-01 15:00:00,23.088,23.545
266,15-08-01 16:00:00,23.088,23.737
267,15-08-01 17:00:00,23.136,23.954
268,15-08-01 18:00:00,23.184,24.195
269,15-08-01 19:00:00,23.280,24.412
270,15-08-01 20:00:00,23.376,24.581
271,15-08-01 21:00:00,23.472,24.726
272,15-08-01 22:00:00,23.569,24.798
273,15-08-01 23:00:00,23.641,24.798
274,15-08-02 00:00:00,23.689,24.774
275,15-08-02 01:00:00,23.713,24.677
276,15-08-02 02:00:00,23.737,24.532
277,15-08-02 03:00:00,23.713,24.388
278,15-08-02 04:00:00,23.665,24.219
279,15-08-02 05:00:00,23.617,24.026
280,15-08-02 06:00:00,23.521,23.833
281,15-08-02 07:00:00,23.448,23.641
282,15-08-02 08:00:00,23.352,23.448
283,15-08-02 09:00:00,23.232,23.232
284,15-08-02 10:00:00,23.112,23.040
285,15-08-02 11:00:00,22.992,22.896
286,15-08-02 12:00:00,22.896,22.824
287,15-08-02 13:00:00,22.800,22.824
288,15-08-02 14:00:00,22.729,22.944
289,15-08-02 15:00:00,22.705,23.160
290,15-08-02 16:00:00,22.753,23.448
291,15-08-02 17:00:00,22.800,23.761
292,15-08-02 18:00:00,22.896,24.074
293,15-08-02 19:00:00,23.040,24.339
294,15-08-02 20:00:00,23.160,24.557
295,15-08-02 21:00:00,23.280,24.702
296,15-08-02 22:00:00,23.400,24.798
297,15-08-02 23:00:00,23.521,24.823
298,15-08-03 00:00:00,23.593,24.798
299,15-08-03 01:00:00,23.641,24.677
300,15-08-03 02:00:00,23.641,24.508
301,15-08-03 03:00:00,23.641,24.267
302,15-08-03 04:00:00,23.569,24.026
303,15-08-03 05:00:00,23.497,23.761
304,15-08-03 06:00:00,23.400,23.545
305,15-08-03 07:00:00,23.280,23.328
306,15-08-03 08:00:00,23.184,23.136
307,15-08-03 09:00:00,23.064,22.968
308,15-08-03 10:00:00,22.968,22.824
309,15-08-03 11:00:00,22.848,22.681
310,15-08-03 12:00:00,22.753,22.585
311,15-08-03 13:00:00,22.657,22.561
312,15-08-03 14:00:00,22.585,22.561
313,15-08-03 15:00:00,22.513,22.633
314,15-08-03 16:00:00,22.489,22.753
315,15-08-03 17:00:00,22.489,22.872
316,15-08-03 18:00:00,22.513,23.040
317,15-08-03 19:00:00,22.537,23.184
318,15-08-03 20:00:00,22.585,23.280
319,15-08-03 21:00:00,22.633,23.328
320,15-08-03 22:00:00,22.681,23.328
321,15-08-03 23:00:00,22.705,23.256
322,15-08-04 00:00:00,22.705,23.160
323,15-08-04 01:00:00,22.681,23.040
324,15-08-04 02:00:00,22.657,22.896
325,15-08-04 03:00:00,22.585,22.776
326,15-08-04 04:00:00,22.537,22.633
327,15-08-04 05:00:00,22.465,22.513
328,15-08-04 06:00:00,22.393,22.369
329,15-08-04 07:00:00,22.321,22.226
330,15-08-04 08:00:00,22.226,22.058
331,15-08-04 09:00:00,22.130,21.891
332,15-08-04 10:00:00,22.034,21.724
333,15-08-04 11:00:00,21.915,21.628
334,15-08-04 12:00:00,21.843,21.604
335,15-08-04 13:00:00,21.748,21.652
336,15-08-04 14:00:00,21.724,21.748
337,15-08-04 15:00:00,21.700,21.915
338,15-08-04 16:00:00,21.724,22.058
339,15-08-04 17:00:00,21.748,22.202
340,15-08-04 18:00:00,21.819,22.321
341,15-08-04 19:00:00,21.867,22.465
342,15-08-04 20:00:00,21.939,22.585
343,15-08-04 21:00:00,21.987,22.657
344,15-08-04 22:00:00,22.034,22.681
345,15-08-04 23:00:00,22.106,22.657
346,15-08-05 00:00:00,22.106,22.609
347,15-08-05 01:00:00,22.130,22.513
348,15-08-05 02:00:00,22.106,22.417
349,15-08-05 03:00:00,22.082,22.321
350,15-08-05 04:00:00,22.034,22.202
351,15-08-05 05:00:00,21.987,22.058
352,15-08-05 06:00:00,21.939,21.915
353,15-08-05 07:00:00,21.867,21.748
354,15-08-05 08:00:00,21.772,21.581
355,15-08-05 09:00:00,21.676,21.390
356,15-08-05 10:00:00,21.581,21.223
357,15-08-05 11:00:00,21.485,21.103
358,15-08-05 12:00:00,21.366,21.056
359,15-08-05 13:00:00,21.294,21.056
360,15-08-05 14:00:00,21.246,21.103
361,15-08-05 15:00:00,21.199,21.223
362,15-08-05 16:00:00,21.199,21.390
363,15-08-05 17:00:00,21.223,21.604
364,15-08-05 18:00:00,21.294,21.843
365,15-08-05 19:00:00,21.366,22.106
366,15-08-05 20:00:00,21.461,22.298
367,15-08-05 21:00:00,21.581,22.441
368,15-08-05 22:00:00,21.676,22.513
369,15-08-05 23:00:00,21.748,22.513
370,15-08-06 00:00:00,21.819,22.417
371,15-08-06 01:00:00,21.819,22.298
372,15-08-06 02:00:00,21.819,22.130
373,15-08-06 03:00:00,21.772,21.939
374,15-08-06 04:00:00,21.724,21.724
375,15-08-06 05:00:00,21.628,21.509
376,15-08-06 06:00:00,21.533,21.270
377,15-08-06 07:00:00,21.413,21.056
378,15-08-06 08:00:00,21.294,20.841
379,15-08-06 09:00:00,21.175,20.627
380,15-08-06 10:00:00,21.056,20.436
381,15-08-06 11:00:00,20.913,20.293
382,15-08-06 12:00:00,20.793,20.246
383,15-08-06 13:00:00,20.698,20.269
384,15-08-06 14:00:00,20.627,20.388
385,15-08-06 15:00:00,20.603,20.603
386,15-08-06 16:00:00,20.627,20.889
387,15-08-06 17:00:00,20.674,21.223
388,15-08-06 18:00:00,20.793,21.604
389,15-08-06 19:00:00,20.913,21.963
390,15-08-06 20:00:00,21.056,22.250
391,15-08-06 21:00:00,21.223,22.465
392,15-08-06 22:00:00,21.390,22.585
393,15-08-06 23:00:00,21.533,22.633
394,15-08-07 00:00:00,21.604,22.585
395,15-08-07 01:00:00,21.676,22.489
396,15-08-07 02:00:00,21.700,22.369
397,15-08-07 03:00:00,21.700,22.226
398,15-08-07 04:00:00,21.676,22.058
399,15-08-07 05:00:00,21.628,21.867
400,15-08-07 06:00:00,21.581,21.700
401,15-08-07 07:00:00,21.509,21.533
402,15-08-07 08:00:00,21.413,21.342
403,15-08-07 09:00:00,21.318,21.175
404,15-08-07 10:00:00,21.223,21.032
405,15-08-07 11:00:00,21.127,20.913
406,15-08-07 12:00:00,21.056,20.889
407,15-08-07 13:00:00,20.984,20.936
408,15-08-07 14:00:00,20.936,21.103
409,15-08-07 15:00:00,20.936,21.366
410,15-08-07 16:00:00,20.984,21.676
411,15-08-07 17:00:00,21.079,22.011
412,15-08-07 18:00:00,21.199,22.321
413,15-08-07 19:00:00,21.342,22.609
414,15-08-07 20:00:00,21.485,22.848
415,15-08-07 21:00:00,21.628,23.016
416,15-08-07 22:00:00,21.772,23.112
417,15-08-07 23:00:00,21.891,23.136
418,15-08-08 00:00:00,21.963,23.088
419,15-08-08 01:00:00,22.011,22.968
420,15-08-08 02:00:00,22.034,22.824
421,15-08-08 03:00:00,22.034,22.657
422,15-08-08 04:00:00,22.011,22.489
423,15-08-08 05:00:00,21.963,22.298
424,15-08-08 06:00:00,21.891,22.130
425,15-08-08 07:00:00,21.819,21.963
426,15-08-08 08:00:00,21.724,21.819
427,15-08-08 09:00:00,21.652,21.676
428,15-08-08 10:00:00,21.557,21.557
429,15-08-08 11:00:00,21.461,21.437
430,15-08-08 12:00:00,21.390,21.342
431,15-08-08 13:00:00,21.318,21.270
432,15-08-08 14:00:00,21.246,21.246
433,15-08-08 15:00:00,21.199,21.270
434,15-08-08 16:00:00,21.151,21.342
435,15-08-08 17:00:00,21.151,21.413
436,15-08-08 18:00:00,21.151,21.485
437,15-08-08 19:00:00,21.151,21.533
438,15-08-08 20:00:00,21.151,21.557
439,15-08-08 21:00:00,21.175,21.557
440,15-08-08 22:00:00,21.175,21.533
441,15-08-08 23:00:00,21.175,21.485
442,15-08-09 00:00:00,21.151,21.437
443,15-08-09 01:00:00,21.151,21.366
444,15-08-09 02:00:00,21.103,21.294
445,15-08-09 03:00:00,21.056,21.199
446,15-08-09 04:00:00,21.032,21.103
447,15-08-09 05:00:00,20.984,20.984
448,15-08-09 06:00:00,20.913,20.865
449,15-08-09 07:00:00,20.841,20.746
450,15-08-09 08:00:00,20.770,20.627
451,15-08-09 09:00:00,20.698,20.507
452,15-08-09 10:00:00,20.627,20.412
453,15-08-09 11:00:00,20.555,20.317
454,15-08-09 12:00:00,20.484,20.317
455,15-08-09 13:00:00,20.436,20.365
456,15-08-09 14:00:00,20.412,20.531
457,15-08-09 15:00:00,20.412,20.793
458,15-08-09 16:00:00,20.460,21.151
459,15-08-09 17:00:00,20.555,21.533
460,15-08-09 18:00:00,20.698,21.939
461,15-08-09 19:00:00,20.865,22.321
462,15-08-09 20:00:00,21.056,22.609
463,15-08-09 21:00:00,21.246,22.848
464,15-08-09 22:00:00,21.413,22.968
465,15-08-09 23:00:00,21.557,23.016
466,15-08-10 00:00:00,21.652,22.968
467,15-08-10 01:00:00,21.748,22.896
468,15-08-10 02:00:00,21.795,22.776
469,15-08-10 03:00:00,21.795,22.633
470,15-08-10 04:00:00,21.795,22.489
471,15-08-10 05:00:00,21.772,22.345
472,15-08-10 06:00:00,21.724,22.202
473,15-08-10 07:00:00,21.676,22.058
474,15-08-10 08:00:00,21.628,21.915
475,15-08-10 09:00:00,21.557,21.772
476,15-08-10 10:00:00,21.485,21.652
477,15-08-10 11:00:00,21.413,21.557
478,15-08-10 12:00:00,21.342,21.485
479,15-08-10 13:00:00,21.294,21.485
480,15-08-10 14:00:00,21.246,21.557
481,15-08-10 15:00:00,21.246,21.700
482,15-08-10 16:00:00,21.246,21.843
483,15-08-10 17:00:00,21.270,21.939
484,15-08-10 18:00:00,21.199,22.034
485,15-08-10 19:00:00,21.246,21.772
486,15-08-10 20:00:00,21.366,21.819
487,15-08-10 21:00:00,21.413,21.819
488,15-08-10 22:00:00,21.437,21.795
489,15-08-10 23:00:00,21.437,21.748
490,15-08-11 00:00:00,21.413,21.700
491,15-08-11 01:00:00,21.390,21.628
492,15-08-11 02:00:00,21.366,21.581
493,15-08-11 03:00:00,21.318,21.509
494,15-08-11 04:00:00,21.270,21.437
495,15-08-11 05:00:00,21.223,21.366
496,15-08-11 06:00:00,21.175,21.294
497,15-08-11 07:00:00,21.151,21.223
498,15-08-11 08:00:00,21.079,21.151
499,15-08-11 09:00:00,21.032,21.056
500,15-08-11 10:00:00,20.960,20.984
501,15-08-11 11:00:00,20.913,20.913
502,15-08-11 12:00:00,20.841,20.889
503,15-08-11 13:00:00,20.817,20.889
504,15-08-11 14:00:00,20.770,20.913
505,15-08-11 15:00:00,20.770,20.984
506,15-08-11 16:00:00,20.770,21.032
507,15-08-11 17:00:00,20.770,21.103
508,15-08-11 18:00:00,20.817,21.175
509,15-08-11 19:00:00,20.841,21.246
510,15-08-11 20:00:00,20.889,21.318
511,15-08-11 21:00:00,20.936,21.342
512,15-08-11 22:00:00,20.984,21.342
513,15-08-11 23:00:00,20.984,21.318
514,15-08-12 00:00:00,21.008,21.246
515,15-08-12 01:00:00,20.984,21.151
516,15-08-12 02:00:00,20.960,21.056
517,15-08-12 03:00:00,20.889,20.960
518,15-08-12 04:00:00,20.841,20.817
519,15-08-12 05:00:00,20.770,20.698
520,15-08-12 06:00:00,20.674,20.579
521,15-08-12 07:00:00,20.579,20.460
522,15-08-12 08:00:00,20.507,20.317
523,15-08-12 09:00:00,20.412,20.198
524,15-08-12 10:00:00,20.317,20.103
525,15-08-12 11:00:00,20.222,20.031
526,15-08-12 12:00:00,20.150,19.984
527,15-08-12 13:00:00,20.079,19.984
528,15-08-12 14:00:00,20.031,20.007
529,15-08-12 15:00:00,20.031,20.079
530,15-08-12 16:00:00,20.031,20.198
531,15-08-12 17:00:00,20.055,20.293
532,15-08-12 18:00:00,20.103,20.412
533,15-08-12 19:00:00,20.174,20.531
534,15-08-12 20:00:00,20.246,20.603
535,15-08-12 21:00:00,20.317,20.650
536,15-08-12 22:00:00,20.388,20.650
537,15-08-12 23:00:00,20.412,20.627
538,15-08-13 00:00:00,20.436,20.579
539,15-08-13 01:00:00,20.412,20.507
540,15-08-13 02:00:00,20.388,20.388
541,15-08-13 03:00:00,20.341,20.293
542,15-08-13 04:00:00,20.293,20.174
543,15-08-13 05:00:00,20.222,20.055
544,15-08-13 06:00:00,20.126,19.912
545,15-08-13 07:00:00,20.031,19.770
546,15-08-13 08:00:00,19.936,19.651
547,15-08-13 09:00:00,19.841,19.508
548,15-08-13 10:00:00,19.722,19.389
549,15-08-13 11:00:00,19.627,19.318
550,15-08-13 12:00:00,19.555,19.294
551,15-08-13 13:00:00,19.484,19.341
552,15-08-13 14:00:00,19.460,19.460
553,15-08-13 15:00:00,19.484,19.627
554,15-08-13 16:00:00,19.555,19.817
555,15-08-13 17:00:00,19.651,20.055
556,15-08-13 18:00:00,19.770,20.293
557,15-08-13 19:00:00,19.912,20.507
558,15-08-13 20:00:00,20.079,20.698
559,15-08-13 21:00:00,20.222,20.865
560,15-08-13 22:00:00,20.388,21.008
561,15-08-13 23:00:00,20.531,21.103
562,15-08-14 00:00:00,20.627,21.151
563,15-08-14 01:00:00,20.722,21.199
564,15-08-14 02:00:00,20.793,21.199
565,15-08-14 03:00:00,20.841,21.199
566,15-08-14 04:00:00,20.841,21.175
567,15-08-14 05:00:00,20.865,21.151
568,15-08-14 06:00:00,20.865,21.103
569,15-08-14 07:00:00,20.841,21.056
570,15-08-14 08:00:00,20.817,21.008
571,15-08-14 09:00:00,20.793,20.960
572,15-08-14 10:00:00,20.770,20.936
573,15-08-14 11:00:00,20.722,20.913
574,15-08-14 12:00:00,20.698,20.913
575,15-08-14 13:00:00,20.698,20.960
576,15-08-14 14:00:00,20.698,20.984
577,15-08-14 15:00:00,20.698,21.032
578,15-08-14 16:00:00,20.722,21.127
579,15-08-14 17:00:00,20.770,21.246
580,15-08-14 18:00:00,20.841,21.366
581,15-08-14 19:00:00,20.913,21.437
582,15-08-14 20:00:00,20.984,21.533
583,15-08-14 21:00:00,21.056,21.604
584,15-08-14 22:00:00,21.103,21.628
585,15-08-14 23:00:00,21.175,21.652
586,15-08-15 00:00:00,21.199,21.652
587,15-08-15 01:00:00,21.223,21.604
588,15-08-15 02:00:00,21.223,21.581
589,15-08-15 03:00:00,21.223,21.533
590,15-08-15 04:00:00,21.199,21.461
591,15-08-15 05:00:00,21.151,21.366
592,15-08-15 06:00:00,21.127,21.294
593,15-08-15 07:00:00,21.056,21.199
594,15-08-15 08:00:00,21.008,21.079
595,15-08-15 09:00:00,20.936,20.984
596,15-08-15 10:00:00,20.865,20.889
597,15-08-15 11:00:00,20.793,20.841
598,15-08-15 12:00:00,20.746,20.865
599,15-08-15 13:00:00,20.722,20.936
600,15-08-15 14:00:00,20.722,21.056
601,15-08-15 15:00:00,20.770,21.246
602,15-08-15 16:00:00,20.841,21.461
603,15-08-15 17:00:00,20.960,21.700
604,15-08-15 18:00:00,21.103,21.915
605,15-08-15 19:00:00,21.270,22.130
606,15-08-15 20:00:00,21.437,22.321
607,15-08-15 21:00:00,21.581,22.465
608,15-08-15 22:00:00,21.724,22.585
609,15-08-15 23:00:00,21.843,22.633
610,15-08-16 00:00:00,21.963,22.657
611,15-08-16 01:00:00,22.034,22.657
612,15-08-16 02:00:00,22.058,22.609
613,15-08-16 03:00:00,22.082,22.561
614,15-08-16 04:00:00,22.082,22.489
615,15-08-16 05:00:00,22.058,22.393
616,15-08-16 06:00:00,22.011,22.298
617,15-08-16 07:00:00,21.963,22.178
618,15-08-16 08:00:00,21.891,22.058
619,15-08-16 09:00:00,21.819,21.939
620,15-08-16 10:00:00,21.724,21.819
621,15-08-16 11:00:00,21.652,21.748
622,15-08-16 12:00:00,21.581,21.748
623,15-08-16 13:00:00,21.533,21.795
624,15-08-16 14:00:00,21.533,21.891
625,15-08-16 15:00:00,21.557,22.058
626,15-08-16 16:00:00,21.604,22.250
627,15-08-16 17:00:00,21.724,22.465
628,15-08-16 18:00:00,21.843,22.681
629,15-08-16 19:00:00,21.987,22.872
630,15-08-16 20:00:00,22.130,23.064
631,15-08-16 21:00:00,22.298,23.184
632,15-08-16 22:00:00,22.417,23.304
633,15-08-16 23:00:00,22.537,23.352
